Model,Temperature,scenario,Num Context,context_variant,problem_type,DS_condition,n_repeats,toggle_rate_top1,top1_entropy_bits,top1_strategy,top1_share,top2_strategy,top2_share
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,0,count_fact,generic,0.7019825546208485,30,0.20689655172413793,0.8366407421441945,Retrenchment,0.7333333333333333,Maintain,0.26666666666666666
01-ai/Yi-1.5-9B-Chat,0.0,6_energy_infra,0,base,generic,0.7208130181438654,30,0.4482758620689655,0.7837769476882264,Diversification,0.7666666666666667,Technology Leadership,0.23333333333333334
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,0,base,specific,0.7596741623172119,30,0.1724137931034483,0.674679923316392,Niche Focus,0.8666666666666667,Open Innovation,0.1
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,0,count_fact,specific,0.7596741623172119,30,0.2413793103448276,0.674679923316392,Niche Focus,0.8666666666666667,Open Innovation,0.1
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,0,competitive_dynamics,generic,0.7684573415545342,30,0.3448275862068966,0.6500224218531814,Retrenchment,0.8333333333333334,Maintain,0.16666666666666666
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,0,opp_focus,generic,0.7684573415545342,30,0.3448275862068966,0.6500224218531814,Retrenchment,0.8333333333333334,Maintain,0.16666666666666666
01-ai/Yi-1.5-9B-Chat,0.0,6_energy_infra,0,randomized_numbers,generic,0.7684573415545342,30,0.3103448275862069,0.6500224218531813,Diversification,0.8333333333333334,Technology Leadership,0.16666666666666666
01-ai/Yi-1.5-9B-Chat,0.0,6_energy_infra,0,count_fact,generic,0.7982052421275724,30,0.20689655172413793,0.5665095067585821,Diversification,0.8666666666666667,Technology Leadership,0.13333333333333333
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,0,opp_focus,specific,0.8002300411826995,30,0.10344827586206896,0.5608251771649935,Niche Focus,0.9,Open Innovation,0.06666666666666667
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,0,randomized_numbers,specific,0.8002300411826995,30,0.1724137931034483,0.5608251771649935,Niche Focus,0.9,Open Innovation,0.06666666666666667
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,5,randomized_numbers,specific,0.8329403987678698,30,0.20689655172413793,0.4689955937960013,Niche Focus,0.9,Technology Leadership,0.1
01-ai/Yi-1.5-9B-Chat,0.0,6_energy_infra,0,competitive_dynamics,generic,0.8329403987678698,30,0.1724137931034483,0.4689955937960013,Diversification,0.9,Technology Leadership,0.1
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,0,base,generic,0.874130865159545,30,0.06896551724137931,0.3533593352294837,Retrenchment,0.9333333333333333,Maintain,0.06666666666666667
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,0,randomized_numbers,generic,0.874130865159545,30,0.13793103448275862,0.3533593352294837,Retrenchment,0.9333333333333333,Maintain,0.06666666666666667
01-ai/Yi-1.5-9B-Chat,0.0,6_energy_infra,1,randomized_numbers,specific,0.8741308651595451,30,0.13793103448275862,0.3533593352294834,Technology Leadership,0.9333333333333333,Diversification,0.06666666666666667
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,1,opp_focus,generic,0.924896457205344,30,0.034482758620689655,0.21084230052854142,Fast Follower,0.9666666666666667,Retrenchment,0.03333333333333333
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,0,competitive_dynamics,specific,0.9248964572053441,30,0.034482758620689655,0.2108423005285411,Niche Focus,0.9666666666666667,Technology Leadership,0.03333333333333333
01-ai/Yi-1.5-9B-Chat,0.0,1_founder_period,6,opp_focus,generic,0.9248964572053441,30,0.034482758620689655,0.2108423005285411,Technology Leadership,0.9666666666666667,Niche Focus,0.03333333333333333
01-ai/Yi-1.5-9B-Chat,0.0,3_model_s_launch,2,opp_focus,generic,0.9248964572053441,30,0.06896551724137931,0.21084230052854108,Fast Follower,0.9666666666666667,Technology Leadership,0.03333333333333333
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,1,opp_focus,specific,0.9248964572053441,30,0.034482758620689655,0.2108423005285411,Technology Leadership,0.9666666666666667,Retrenchment,0.03333333333333333
01-ai/Yi-1.5-9B-Chat,0.0,6_energy_infra,0,count_fact,specific,0.9248964572053441,30,0.06896551724137931,0.2108423005285411,Diversification,0.9666666666666667,Technology Leadership,0.03333333333333333
01-ai/Yi-1.5-9B-Chat,0.0,6_energy_infra,0,opp_focus,generic,0.9248964572053441,30,0.034482758620689655,0.2108423005285411,Diversification,0.9666666666666667,Technology Leadership,0.03333333333333333
01-ai/Yi-1.5-9B-Chat,0.0,6_energy_infra,0,opp_focus,specific,0.9248964572053441,30,0.06896551724137931,0.2108423005285411,Diversification,0.9666666666666667,Technology Leadership,0.03333333333333333
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,0,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,0,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,0,count_fact,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,0,opp_focus,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,0,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,1,base,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,1,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,1,competitive_dynamics,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,1,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,1,count_fact,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,1,count_fact,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,1,opp_focus,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,1,opp_focus,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,1,randomized_numbers,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,1,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,2,base,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,2,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,2,competitive_dynamics,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,2,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,2,count_fact,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,2,count_fact,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,2,opp_focus,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,2,opp_focus,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,2,randomized_numbers,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,2,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,3,base,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,3,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,3,competitive_dynamics,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,3,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,3,count_fact,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,3,count_fact,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,3,opp_focus,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,3,opp_focus,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,3,randomized_numbers,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,3,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,4,base,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,4,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,4,competitive_dynamics,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,4,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,4,count_fact,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,4,count_fact,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,4,opp_focus,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,4,opp_focus,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,4,randomized_numbers,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,2_roadster_launch,4,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,0,base,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,0,base,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,0,competitive_dynamics,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,0,competitive_dynamics,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,0,count_fact,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,0,count_fact,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,0,opp_focus,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,0,opp_focus,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,0,randomized_numbers,generic,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
01-ai/Yi-1.5-9B-Chat,0.0,4_model_x_launch,0,randomized_numbers,specific,0.9999999999117192,30,0.0,2.4783576261415975e-10,Retrenchment,1.0,,
